document_id,origin_class,generation_channel,nll,scored_tokens,n_windows,expected_tokens,provenance
nemotron_b040_P2_r1,A,nemotron,3.421880,1136,2,1136,унаследовано из nll-v1
nemotron_b040_P2_r2,A,nemotron,3.590168,1216,2,1216,унаследовано из nll-v1
nemotron_b040_P3_r1,A,nemotron,3.616463,2325,4,2325,унаследовано из nll-v1
nemotron_b040_P3_r2,A,nemotron,3.658441,1826,3,1826,унаследовано из nll-v1
nemotron_b041_P1_r1,A,nemotron,3.315707,1483,2,1483,унаследовано из nll-v1
nemotron_b041_P1_r2,A,nemotron,3.411681,1588,3,1588,унаследовано из nll-v1
nemotron_b041_P2_r1,A,nemotron,3.666590,833,1,833,унаследовано из nll-v1
nemotron_b041_P2_r2,A,nemotron,3.311998,783,1,783,унаследовано из nll-v1
nemotron_b041_P3_r1,A,nemotron,3.653200,1488,2,1488,унаследовано из nll-v1
nemotron_b041_P3_r2,A,nemotron,3.453760,1107,2,1107,унаследовано из nll-v1
nemotron_b042_P1_r1,A,nemotron,3.291286,977,1,977,унаследовано из nll-v1
nemotron_b042_P1_r2,A,nemotron,3.324059,881,1,881,унаследовано из nll-v1
nemotron_b042_P2_r1,A,nemotron,3.236799,688,1,688,унаследовано из nll-v1
nemotron_b042_P2_r2,A,nemotron,3.069753,1010,1,1010,унаследовано из nll-v1
nemotron_b042_P3_r1,A,nemotron,3.394905,2294,4,2294,унаследовано из nll-v1
nemotron_b042_P3_r2,A,nemotron,3.451533,2466,4,2466,унаследовано из nll-v1
nemotron_b043_P1_r1,A,nemotron,3.286628,1434,2,1434,унаследовано из nll-v1
nemotron_b043_P1_r2,A,nemotron,3.325112,2591,5,2591,унаследовано из nll-v1
nemotron_b043_P2_r1,A,nemotron,3.350817,752,1,752,унаследовано из nll-v1
nemotron_b043_P2_r2,A,nemotron,3.443780,713,1,713,унаследовано из nll-v1
nemotron_b043_P3_r1,A,nemotron,3.664086,3086,6,3086,унаследовано из nll-v1
nemotron_b043_P3_r2,A,nemotron,3.510135,3890,7,3890,унаследовано из nll-v1
nemotron_b044_P1_r1,A,nemotron,3.451052,1127,2,1127,унаследовано из nll-v1
nemotron_b044_P1_r2,A,nemotron,3.255184,874,1,874,унаследовано из nll-v1
nemotron_b044_P2_r1,A,nemotron,3.123326,924,1,924,унаследовано из nll-v1
nemotron_b044_P2_r2,A,nemotron,3.319706,958,1,958,унаследовано из nll-v1
nemotron_b044_P3_r1,A,nemotron,3.503328,1611,3,1611,унаследовано из nll-v1
nemotron_b044_P3_r2,A,nemotron,3.536005,2206,4,2206,унаследовано из nll-v1
nemotron_b045_P1_r1,A,nemotron,3.373043,2146,4,2146,унаследовано из nll-v1
nemotron_b045_P1_r2,A,nemotron,3.326302,1212,2,1212,унаследовано из nll-v1
nemotron_b045_P2_r1,A,nemotron,3.384744,1643,3,1643,унаследовано из nll-v1
nemotron_b045_P2_r2,A,nemotron,3.337996,2021,3,2021,унаследовано из nll-v1
nemotron_b045_P3_r1,A,nemotron,3.588634,2216,4,2216,унаследовано из nll-v1
nemotron_b045_P3_r2,A,nemotron,3.395419,1905,3,1905,унаследовано из nll-v1
real_claude_b001_P1_r1,A,real_claude,3.030364,2066,4,2066,унаследовано из nll-v1
real_claude_b001_P1_r2,A,real_claude,3.183250,1642,3,1642,унаследовано из nll-v1
real_claude_b001_P2_r1,A,real_claude,2.907826,919,1,919,унаследовано из nll-v1
real_claude_b001_P2_r2,A,real_claude,3.065559,879,1,879,унаследовано из nll-v1
real_claude_b001_P3_r1,A,real_claude,2.985196,2266,4,2266,унаследовано из nll-v1
real_claude_b001_P3_r2,A,real_claude,3.128370,2020,3,2020,унаследовано из nll-v1
real_claude_b002_P1_r1,A,real_claude,3.325492,1554,3,1554,унаследовано из nll-v1
real_claude_b002_P1_r2,A,real_claude,3.245079,2067,4,2067,унаследовано из nll-v1
real_claude_b002_P2_r1,A,real_claude,3.305702,1051,2,1051,унаследовано из nll-v1
real_claude_b002_P2_r2,A,real_claude,3.261582,1281,2,1281,унаследовано из nll-v1
real_claude_b002_P3_r1,A,real_claude,3.446357,1932,3,1932,унаследовано из nll-v1
real_claude_b002_P3_r2,A,real_claude,3.259788,2099,4,2099,унаследовано из nll-v1
real_claude_b003_P1_r1,A,real_claude,3.496273,1937,3,1937,унаследовано из nll-v1
real_claude_b003_P1_r2,A,real_claude,3.413216,1897,3,1897,унаследовано из nll-v1
real_claude_b003_P2_r1,A,real_claude,3.379252,1327,2,1327,унаследовано из nll-v1
real_claude_b003_P2_r2,A,real_claude,3.450083,1141,2,1141,унаследовано из nll-v1
real_claude_b003_P3_r1,A,real_claude,3.275260,2076,4,2076,унаследовано из nll-v1
real_claude_b003_P3_r2,A,real_claude,3.646723,2002,3,2002,унаследовано из nll-v1
real_claude_b004_P1_r1,A,real_claude,3.283747,2815,5,2815,унаследовано из nll-v1
real_claude_b004_P1_r2,A,real_claude,3.271367,1612,3,1612,унаследовано из nll-v1
real_claude_b004_P2_r1,A,real_claude,3.009779,1007,1,1007,унаследовано из nll-v1
real_claude_b004_P2_r2,A,real_claude,3.107440,913,1,913,унаследовано из nll-v1
real_claude_b004_P3_r1,A,real_claude,3.446895,2025,3,2025,унаследовано из nll-v1
real_claude_b004_P3_r2,A,real_claude,3.340618,2224,4,2224,унаследовано из nll-v1
real_claude_b005_P1_r1,A,real_claude,3.343916,2092,4,2092,унаследовано из nll-v1
real_claude_b005_P1_r2,A,real_claude,3.455070,1789,3,1789,унаследовано из nll-v1
real_claude_b005_P2_r1,A,real_claude,3.413699,919,1,919,унаследовано из nll-v1
real_claude_b005_P2_r2,A,real_claude,3.647155,914,1,914,унаследовано из nll-v1
real_claude_b005_P3_r1,A,real_claude,3.695471,1746,3,1746,унаследовано из nll-v1
real_claude_b005_P3_r2,A,real_claude,3.620372,1722,3,1722,унаследовано из nll-v1
real_claude_b006_P1_r1,A,real_claude,3.080286,2712,5,2712,унаследовано из nll-v1
real_claude_b006_P1_r2,A,real_claude,3.254400,2171,4,2171,унаследовано из nll-v1
real_claude_b006_P2_r1,A,real_claude,3.309497,1011,1,1011,унаследовано из nll-v1
real_claude_b006_P2_r2,A,real_claude,2.906792,994,1,994,унаследовано из nll-v1
real_claude_b006_P3_r1,A,real_claude,3.315788,2531,4,2531,унаследовано из nll-v1
real_claude_b006_P3_r2,A,real_claude,3.296336,2418,4,2418,унаследовано из nll-v1
real_claude_b007_P1_r1,A,real_claude,3.197513,2390,4,2390,унаследовано из nll-v1
real_claude_b007_P1_r2,A,real_claude,3.149073,1846,3,1846,унаследовано из nll-v1
real_claude_b007_P2_r1,A,real_claude,3.233422,834,1,834,унаследовано из nll-v1
real_claude_b007_P2_r2,A,real_claude,3.275104,852,1,852,унаследовано из nll-v1
real_claude_b007_P3_r1,A,real_claude,3.356245,1946,3,1946,унаследовано из nll-v1
real_claude_b007_P3_r2,A,real_claude,3.440699,1997,3,1997,унаследовано из nll-v1
real_claude_b008_P1_r1,A,real_claude,3.422346,1879,3,1879,унаследовано из nll-v1
real_claude_b008_P1_r2,A,real_claude,3.215299,1937,3,1937,унаследовано из nll-v1
real_claude_b008_P2_r1,A,real_claude,3.307640,1085,2,1085,унаследовано из nll-v1
real_claude_b008_P2_r2,A,real_claude,3.283392,900,1,900,унаследовано из nll-v1
real_claude_b008_P3_r1,A,real_claude,3.269409,2564,5,2564,унаследовано из nll-v1
real_claude_b008_P3_r2,A,real_claude,3.331237,2430,4,2430,унаследовано из nll-v1
real_claude_b009_P1_r1,A,real_claude,3.434794,2276,4,2276,унаследовано из nll-v1
real_claude_b009_P1_r2,A,real_claude,3.428782,2878,5,2878,унаследовано из nll-v1
real_claude_b009_P2_r1,A,real_claude,3.452997,561,1,561,унаследовано из nll-v1
real_claude_b009_P2_r2,A,real_claude,3.506143,905,1,905,унаследовано из nll-v1
real_claude_b009_P3_r1,A,real_claude,3.498803,1974,3,1974,унаследовано из nll-v1
real_claude_b009_P3_r2,A,real_claude,3.473893,2341,4,2341,унаследовано из nll-v1
real_claude_b010_P1_r1,A,real_claude,3.231964,838,1,838,унаследовано из nll-v1
real_claude_b010_P1_r2,A,real_claude,3.140561,2578,5,2578,унаследовано из nll-v1
real_claude_b010_P2_r1,A,real_claude,3.378152,1113,2,1113,унаследовано из nll-v1
real_claude_b010_P2_r2,A,real_claude,3.259531,1092,2,1092,унаследовано из nll-v1
real_claude_b010_P3_r1,A,real_claude,3.542023,1278,2,1278,унаследовано из nll-v1
real_claude_b010_P3_r2,A,real_claude,3.426415,1962,3,1962,унаследовано из nll-v1
real_claude_b011_P1_r1,A,real_claude,3.241379,2078,4,2078,унаследовано из nll-v1
real_claude_b011_P1_r2,A,real_claude,3.110559,1722,3,1722,унаследовано из nll-v1
real_claude_b011_P2_r1,A,real_claude,3.196918,1569,3,1569,унаследовано из nll-v1
real_claude_b011_P2_r2,A,real_claude,3.339525,1364,2,1364,унаследовано из nll-v1
real_claude_b011_P3_r1,A,real_claude,3.339668,1983,3,1983,унаследовано из nll-v1
real_claude_b011_P3_r2,A,real_claude,3.487197,1968,3,1968,унаследовано из nll-v1
real_claude_b012_P1_r1,A,real_claude,3.535862,2091,4,2091,унаследовано из nll-v1
real_claude_b012_P1_r2,A,real_claude,3.551013,1444,2,1444,унаследовано из nll-v1
real_claude_b012_P2_r1,A,real_claude,3.435908,1305,2,1305,унаследовано из nll-v1
real_claude_b012_P2_r2,A,real_claude,3.318610,1575,3,1575,унаследовано из nll-v1
real_claude_b012_P3_r1,A,real_claude,3.686659,1908,3,1908,унаследовано из nll-v1
real_claude_b012_P3_r2,A,real_claude,3.622613,2180,4,2180,унаследовано из nll-v1
real_claude_b013_P1_r1,A,real_claude,3.457773,2291,4,2291,унаследовано из nll-v1
real_claude_b013_P1_r2,A,real_claude,3.574948,1767,3,1767,унаследовано из nll-v1
real_claude_b013_P2_r1,A,real_claude,3.339669,930,1,930,унаследовано из nll-v1
real_claude_b013_P2_r2,A,real_claude,3.369654,1003,1,1003,унаследовано из nll-v1
real_claude_b013_P3_r1,A,real_claude,3.484531,2038,3,2038,унаследовано из nll-v1
real_claude_b013_P3_r2,A,real_claude,3.667558,1827,3,1827,унаследовано из nll-v1
real_claude_b014_P1_r1,A,real_claude,3.359381,1673,3,1673,унаследовано из nll-v1
real_claude_b014_P1_r2,A,real_claude,3.251631,2217,4,2217,унаследовано из nll-v1
real_claude_b014_P2_r1,A,real_claude,3.220634,1063,2,1063,унаследовано из nll-v1
real_claude_b014_P2_r2,A,real_claude,3.246290,974,1,974,унаследовано из nll-v1
real_claude_b014_P3_r1,A,real_claude,3.468572,2258,4,2258,унаследовано из nll-v1
real_claude_b014_P3_r2,A,real_claude,3.334722,1892,3,1892,унаследовано из nll-v1
real_claude_b015_P1_r1,A,real_claude,2.950493,2723,5,2723,унаследовано из nll-v1
real_claude_b015_P1_r2,A,real_claude,3.120090,1016,1,1016,унаследовано из nll-v1
real_claude_b015_P2_r1,A,real_claude,3.276098,1016,1,1016,унаследовано из nll-v1
real_claude_b015_P2_r2,A,real_claude,3.292072,1228,2,1228,унаследовано из nll-v1
real_claude_b015_P3_r1,A,real_claude,3.384051,2562,5,2562,унаследовано из nll-v1
real_claude_b015_P3_r2,A,real_claude,3.435819,2283,4,2283,унаследовано из nll-v1
real_claude_b016_P1_r1,A,real_claude,3.405120,1699,3,1699,унаследовано из nll-v1
real_claude_b016_P1_r2,A,real_claude,3.474816,2228,4,2228,унаследовано из nll-v1
real_claude_b016_P2_r1,A,real_claude,3.470965,1203,2,1203,унаследовано из nll-v1
real_claude_b016_P2_r2,A,real_claude,3.275282,1010,1,1010,унаследовано из nll-v1
real_claude_b016_P3_r1,A,real_claude,3.557941,1674,3,1674,унаследовано из nll-v1
real_claude_b016_P3_r2,A,real_claude,3.553645,2011,3,2011,унаследовано из nll-v1
real_claude_b017_P1_r1,A,real_claude,3.418423,2371,4,2371,унаследовано из nll-v1
real_claude_b017_P1_r2,A,real_claude,3.553303,2236,4,2236,унаследовано из nll-v1
real_claude_b017_P2_r1,A,real_claude,3.112404,1040,2,1040,унаследовано из nll-v1
real_claude_b017_P2_r2,A,real_claude,3.358941,904,1,904,унаследовано из nll-v1
real_claude_b017_P3_r1,A,real_claude,3.849997,2294,4,2294,унаследовано из nll-v1
real_claude_b017_P3_r2,A,real_claude,3.994846,1740,3,1740,унаследовано из nll-v1
real_claude_b018_P1_r1,A,real_claude,3.251165,2393,4,2393,унаследовано из nll-v1
real_claude_b018_P1_r2,A,real_claude,3.402980,2309,4,2309,унаследовано из nll-v1
real_claude_b018_P2_r1,A,real_claude,3.386952,978,1,978,унаследовано из nll-v1
real_claude_b018_P2_r2,A,real_claude,3.286467,984,1,984,унаследовано из nll-v1
real_claude_b018_P3_r1,A,real_claude,3.613157,2340,4,2340,унаследовано из nll-v1
real_claude_b018_P3_r2,A,real_claude,3.522522,2195,4,2195,унаследовано из nll-v1
real_claude_b019_P1_r1,A,real_claude,3.163777,1855,3,1855,унаследовано из nll-v1
real_claude_b019_P1_r2,A,real_claude,3.321293,2330,4,2330,унаследовано из nll-v1
real_claude_b019_P2_r1,A,real_claude,3.379732,1305,2,1305,унаследовано из nll-v1
real_claude_b019_P2_r2,A,real_claude,3.486299,1538,3,1538,унаследовано из nll-v1
real_claude_b019_P3_r1,A,real_claude,3.535757,2102,4,2102,унаследовано из nll-v1
real_claude_b019_P3_r2,A,real_claude,3.741702,2150,4,2150,унаследовано из nll-v1
real_claude_b020_P1_r1,A,real_claude,3.215884,2140,4,2140,унаследовано из nll-v1
real_claude_b020_P1_r2,A,real_claude,3.475012,2308,4,2308,унаследовано из nll-v1
real_claude_b020_P2_r1,A,real_claude,3.476541,1186,2,1186,унаследовано из nll-v1
real_claude_b020_P2_r2,A,real_claude,3.264688,1062,2,1062,унаследовано из nll-v1
real_claude_b020_P3_r1,A,real_claude,3.705551,2472,4,2472,унаследовано из nll-v1
real_claude_b020_P3_r2,A,real_claude,3.633837,2085,4,2085,унаследовано из nll-v1
real_claude_b021_P1_r1,A,real_claude,3.482522,1644,3,1644,унаследовано из nll-v1
real_claude_b021_P1_r2,A,real_claude,3.375388,2386,4,2386,унаследовано из nll-v1
real_claude_b021_P2_r1,A,real_claude,3.356559,1135,2,1135,унаследовано из nll-v1
real_claude_b021_P2_r2,A,real_claude,3.407070,945,1,945,унаследовано из nll-v1
real_claude_b021_P3_r1,A,real_claude,3.484796,2072,4,2072,унаследовано из nll-v1
real_claude_b021_P3_r2,A,real_claude,3.443329,2046,3,2046,унаследовано из nll-v1
real_claude_b022_P1_r1,A,real_claude,3.121818,2410,4,2410,унаследовано из nll-v1
real_claude_b022_P1_r2,A,real_claude,3.173523,2362,4,2362,унаследовано из nll-v1
real_claude_b022_P2_r1,A,real_claude,3.266140,1249,2,1249,унаследовано из nll-v1
real_claude_b022_P2_r2,A,real_claude,3.149062,1010,1,1010,унаследовано из nll-v1
real_claude_b022_P3_r1,A,real_claude,3.304785,1964,3,1964,унаследовано из nll-v1
real_claude_b022_P3_r2,A,real_claude,3.424035,2182,4,2182,унаследовано из nll-v1
real_claude_b023_P1_r1,A,real_claude,3.195754,2062,4,2062,унаследовано из nll-v1
real_claude_b023_P1_r2,A,real_claude,3.255975,2011,3,2011,унаследовано из nll-v1
real_claude_b023_P2_r1,A,real_claude,3.479879,1120,2,1120,унаследовано из nll-v1
real_claude_b023_P2_r2,A,real_claude,3.358821,1127,2,1127,унаследовано из nll-v1
real_claude_b023_P3_r1,A,real_claude,3.521012,1850,3,1850,унаследовано из nll-v1
real_claude_b023_P3_r2,A,real_claude,3.592841,1818,3,1818,унаследовано из nll-v1
real_claude_b024_P1_r1,A,real_claude,3.314577,2012,3,2012,унаследовано из nll-v1
real_claude_b024_P1_r2,A,real_claude,3.401401,1622,3,1622,унаследовано из nll-v1
real_claude_b024_P2_r1,A,real_claude,3.525613,1050,2,1050,унаследовано из nll-v1
real_claude_b024_P2_r2,A,real_claude,3.468173,1264,2,1264,унаследовано из nll-v1
real_claude_b024_P3_r1,A,real_claude,3.588700,2001,3,2001,унаследовано из nll-v1
real_claude_b024_P3_r2,A,real_claude,3.571669,1828,3,1828,унаследовано из nll-v1
real_claude_b025_P1_r1,A,real_claude,3.361930,2195,4,2195,унаследовано из nll-v1
real_claude_b025_P1_r2,A,real_claude,3.242490,2113,4,2113,унаследовано из nll-v1
real_claude_b025_P2_r1,A,real_claude,3.284271,924,1,924,унаследовано из nll-v1
real_claude_b025_P2_r2,A,real_claude,3.492181,825,1,825,унаследовано из nll-v1
real_claude_b025_P3_r1,A,real_claude,3.508672,2000,3,2000,унаследовано из nll-v1
real_claude_b025_P3_r2,A,real_claude,3.648141,1961,3,1961,унаследовано из nll-v1
real_claude_b026_P1_r1,A,real_claude,3.206578,2666,5,2666,унаследовано из nll-v1
real_claude_b026_P1_r2,A,real_claude,3.329147,1902,3,1902,унаследовано из nll-v1
real_claude_b026_P2_r1,A,real_claude,3.250724,1501,2,1501,унаследовано из nll-v1
real_claude_b026_P2_r2,A,real_claude,3.419098,909,1,909,унаследовано из nll-v1
real_claude_b026_P3_r1,A,real_claude,3.374624,2118,4,2118,унаследовано из nll-v1
real_claude_b026_P3_r2,A,real_claude,3.453444,2089,4,2089,унаследовано из nll-v1
real_claude_b027_P1_r1,A,real_claude,3.323089,2172,4,2172,унаследовано из nll-v1
real_claude_b027_P1_r2,A,real_claude,3.331676,2645,5,2645,унаследовано из nll-v1
real_claude_b027_P2_r1,A,real_claude,3.322677,1445,2,1445,унаследовано из nll-v1
real_claude_b027_P2_r2,A,real_claude,3.160787,1364,2,1364,унаследовано из nll-v1
real_claude_b027_P3_r1,A,real_claude,3.454449,2147,4,2147,унаследовано из nll-v1
real_claude_b027_P3_r2,A,real_claude,3.501159,2220,4,2220,унаследовано из nll-v1
real_claude_b028_P1_r1,A,real_claude,3.316592,2074,4,2074,унаследовано из nll-v1
real_claude_b028_P1_r2,A,real_claude,3.241364,1790,3,1790,унаследовано из nll-v1
real_claude_b028_P2_r1,A,real_claude,3.552820,1191,2,1191,унаследовано из nll-v1
real_claude_b028_P2_r2,A,real_claude,3.507219,1456,2,1456,унаследовано из nll-v1
real_claude_b028_P3_r1,A,real_claude,3.491908,2175,4,2175,унаследовано из nll-v1
real_claude_b028_P3_r2,A,real_claude,3.524093,1946,3,1946,унаследовано из nll-v1
real_claude_b029_P1_r1,A,real_claude,3.379502,2097,4,2097,унаследовано из nll-v1
real_claude_b029_P1_r2,A,real_claude,3.424252,2234,4,2234,унаследовано из nll-v1
real_claude_b029_P2_r1,A,real_claude,3.486238,1402,2,1402,унаследовано из nll-v1
real_claude_b029_P2_r2,A,real_claude,3.504551,1124,2,1124,унаследовано из nll-v1
real_claude_b029_P3_r1,A,real_claude,3.522289,2035,3,2035,унаследовано из nll-v1
real_claude_b029_P3_r2,A,real_claude,3.669235,2001,3,2001,унаследовано из nll-v1
real_claude_b030_P1_r1,A,real_claude,3.256525,2339,4,2339,унаследовано из nll-v1
real_claude_b030_P1_r2,A,real_claude,3.419543,2111,4,2111,унаследовано из nll-v1
real_claude_b030_P2_r1,A,real_claude,3.319601,1213,2,1213,унаследовано из nll-v1
real_claude_b030_P2_r2,A,real_claude,3.311643,1074,2,1074,унаследовано из nll-v1
real_claude_b030_P3_r1,A,real_claude,3.637996,1620,3,1620,унаследовано из nll-v1
real_claude_b030_P3_r2,A,real_claude,3.510057,1543,3,1543,унаследовано из nll-v1
real_claude_b031_P1_r1,A,real_claude,3.115673,2454,4,2454,унаследовано из nll-v1
real_claude_b031_P1_r2,A,real_claude,3.081692,2080,4,2080,унаследовано из nll-v1
real_claude_b031_P2_r1,A,real_claude,3.216148,847,1,847,унаследовано из nll-v1
real_claude_b031_P2_r2,A,real_claude,3.184277,998,1,998,унаследовано из nll-v1
real_claude_b031_P3_r1,A,real_claude,3.326314,1976,3,1976,унаследовано из nll-v1
real_claude_b031_P3_r2,A,real_claude,3.305874,1895,3,1895,унаследовано из nll-v1
real_claude_b032_P1_r1,A,real_claude,3.175073,2060,4,2060,унаследовано из nll-v1
real_claude_b032_P1_r2,A,real_claude,3.248511,2138,4,2138,унаследовано из nll-v1
real_claude_b032_P2_r1,A,real_claude,3.167984,1353,2,1353,унаследовано из nll-v1
real_claude_b032_P2_r2,A,real_claude,3.235991,1249,2,1249,унаследовано из nll-v1
real_claude_b032_P3_r1,A,real_claude,3.328896,2051,4,2051,унаследовано из nll-v1
real_claude_b032_P3_r2,A,real_claude,3.301053,2178,4,2178,унаследовано из nll-v1
real_claude_b033_P1_r1,A,real_claude,3.268471,2360,4,2360,унаследовано из nll-v1
real_claude_b033_P1_r2,A,real_claude,3.228023,2337,4,2337,унаследовано из nll-v1
real_claude_b033_P2_r1,A,real_claude,3.272539,1099,2,1099,унаследовано из nll-v1
real_claude_b033_P2_r2,A,real_claude,3.470538,1275,2,1275,унаследовано из nll-v1
real_claude_b033_P3_r1,A,real_claude,3.432019,1995,3,1995,унаследовано из nll-v1
real_claude_b033_P3_r2,A,real_claude,3.414949,2034,3,2034,унаследовано из nll-v1
real_claude_b034_P1_r1,A,real_claude,3.176215,2433,4,2433,унаследовано из nll-v1
real_claude_b034_P1_r2,A,real_claude,3.338644,2402,4,2402,унаследовано из nll-v1
real_claude_b034_P2_r1,A,real_claude,3.166329,1457,2,1457,унаследовано из nll-v1
real_claude_b034_P2_r2,A,real_claude,3.274455,1427,2,1427,унаследовано из nll-v1
real_claude_b034_P3_r1,A,real_claude,3.259876,2236,4,2236,унаследовано из nll-v1
real_claude_b034_P3_r2,A,real_claude,3.397684,1963,3,1963,унаследовано из nll-v1
real_claude_b035_P1_r1,A,real_claude,3.240160,2336,4,2336,унаследовано из nll-v1
real_claude_b035_P1_r2,A,real_claude,3.144148,2400,4,2400,унаследовано из nll-v1
real_claude_b035_P2_r1,A,real_claude,3.396080,987,1,987,унаследовано из nll-v1
real_claude_b035_P2_r2,A,real_claude,3.288206,1027,2,1027,унаследовано из nll-v1
real_claude_b035_P3_r1,A,real_claude,3.383441,2058,4,2058,унаследовано из nll-v1
real_claude_b035_P3_r2,A,real_claude,3.349188,2143,4,2143,унаследовано из nll-v1
real_claude_b036_P1_r1,A,real_claude,3.039146,2357,4,2357,унаследовано из nll-v1
real_claude_b036_P1_r2,A,real_claude,3.212438,2390,4,2390,унаследовано из nll-v1
real_claude_b036_P2_r1,A,real_claude,3.284543,1521,2,1521,унаследовано из nll-v1
real_claude_b036_P2_r2,A,real_claude,3.160283,1225,2,1225,унаследовано из nll-v1
real_claude_b036_P3_r1,A,real_claude,3.439508,1689,3,1689,унаследовано из nll-v1
real_claude_b036_P3_r2,A,real_claude,3.463117,1772,3,1772,унаследовано из nll-v1
real_claude_b037_P1_r1,A,real_claude,3.253467,1994,3,1994,унаследовано из nll-v1
real_claude_b037_P1_r2,A,real_claude,3.109333,2084,4,2084,унаследовано из nll-v1
real_claude_b037_P2_r1,A,real_claude,3.326267,1092,2,1092,унаследовано из nll-v1
real_claude_b037_P2_r2,A,real_claude,3.230184,996,1,996,унаследовано из nll-v1
real_claude_b037_P3_r1,A,real_claude,3.434187,1835,3,1835,унаследовано из nll-v1
real_claude_b037_P3_r2,A,real_claude,3.232426,2046,3,2046,унаследовано из nll-v1
real_claude_b038_P1_r1,A,real_claude,3.079814,2142,4,2142,унаследовано из nll-v1
real_claude_b038_P1_r2,A,real_claude,3.286448,2196,4,2196,унаследовано из nll-v1
real_claude_b038_P2_r1,A,real_claude,3.301924,1579,3,1579,унаследовано из nll-v1
real_claude_b038_P2_r2,A,real_claude,3.338725,1622,3,1622,унаследовано из nll-v1
real_claude_b038_P3_r1,A,real_claude,3.568692,2040,3,2040,унаследовано из nll-v1
real_claude_b038_P3_r2,A,real_claude,3.485309,2159,4,2159,унаследовано из nll-v1
real_claude_b039_P1_r1,A,real_claude,3.122151,2445,4,2445,унаследовано из nll-v1
real_claude_b039_P1_r2,A,real_claude,3.297001,2512,4,2512,унаследовано из nll-v1
real_claude_b039_P2_r1,A,real_claude,3.226230,1163,2,1163,унаследовано из nll-v1
real_claude_b039_P2_r2,A,real_claude,3.219635,1062,2,1062,унаследовано из nll-v1
real_claude_b039_P3_r1,A,real_claude,3.399154,2086,4,2086,унаследовано из nll-v1
real_claude_b039_P3_r2,A,real_claude,3.450915,2122,4,2122,унаследовано из nll-v1
real_claude_b040_P1_r1,A,real_claude,3.341096,2389,4,2389,унаследовано из nll-v1
real_claude_b040_P1_r2,A,real_claude,3.527482,1970,3,1970,унаследовано из nll-v1
real_claude_b040_P2_r1,A,real_claude,3.529908,1347,2,1347,унаследовано из nll-v1
real_claude_b040_P2_r2,A,real_claude,3.490160,1365,2,1365,унаследовано из nll-v1
real_claude_b040_P3_r1,A,real_claude,3.562697,1716,3,1716,унаследовано из nll-v1
real_claude_b040_P3_r2,A,real_claude,3.478730,2064,4,2064,унаследовано из nll-v1
real_claude_b041_P1_r1,A,real_claude,3.129980,2375,4,2375,унаследовано из nll-v1
real_claude_b041_P1_r2,A,real_claude,2.988972,1988,3,1988,унаследовано из nll-v1
real_claude_b041_P2_r1,A,real_claude,3.285525,1034,2,1034,унаследовано из nll-v1
real_claude_b041_P2_r2,A,real_claude,3.157064,1175,2,1175,унаследовано из nll-v1
real_claude_b041_P3_r1,A,real_claude,3.261318,1899,3,1899,унаследовано из nll-v1
real_claude_b041_P3_r2,A,real_claude,3.287228,1916,3,1916,унаследовано из nll-v1
real_claude_b042_P1_r1,A,real_claude,3.121731,2531,4,2531,унаследовано из nll-v1
real_claude_b042_P1_r2,A,real_claude,3.086295,2550,4,2550,унаследовано из nll-v1
real_claude_b042_P2_r1,A,real_claude,3.395457,1056,2,1056,унаследовано из nll-v1
real_claude_b042_P2_r2,A,real_claude,3.303576,951,1,951,унаследовано из nll-v1
real_claude_b042_P3_r1,A,real_claude,3.199038,1501,2,1501,унаследовано из nll-v1
real_claude_b042_P3_r2,A,real_claude,3.311909,2047,3,2047,унаследовано из nll-v1
real_claude_b043_P1_r1,A,real_claude,3.342891,2333,4,2333,унаследовано из nll-v1
real_claude_b043_P1_r2,A,real_claude,3.418180,2346,4,2346,унаследовано из nll-v1
real_claude_b043_P2_r1,A,real_claude,3.243452,1413,2,1413,унаследовано из nll-v1
real_claude_b043_P2_r2,A,real_claude,3.138704,1059,2,1059,унаследовано из nll-v1
real_claude_b043_P3_r1,A,real_claude,3.624649,1651,3,1651,унаследовано из nll-v1
real_claude_b043_P3_r2,A,real_claude,3.581661,2095,4,2095,унаследовано из nll-v1
real_claude_b044_P1_r1,A,real_claude,3.158979,2447,4,2447,унаследовано из nll-v1
real_claude_b044_P1_r2,A,real_claude,3.292637,2083,4,2083,унаследовано из nll-v1
real_claude_b044_P2_r1,A,real_claude,3.181526,1014,1,1014,унаследовано из nll-v1
real_claude_b044_P2_r2,A,real_claude,3.326273,1092,2,1092,унаследовано из nll-v1
real_claude_b044_P3_r1,A,real_claude,3.413654,1959,3,1959,унаследовано из nll-v1
real_claude_b044_P3_r2,A,real_claude,3.469828,1851,3,1851,унаследовано из nll-v1
real_claude_b045_P1_r1,A,real_claude,3.313227,2748,5,2748,унаследовано из nll-v1
real_claude_b045_P1_r2,A,real_claude,3.415120,2499,4,2499,унаследовано из nll-v1
real_claude_b045_P2_r1,A,real_claude,3.370861,1484,2,1484,унаследовано из nll-v1
real_claude_b045_P2_r2,A,real_claude,3.400815,1585,3,1585,унаследовано из nll-v1
real_claude_b045_P3_r1,A,real_claude,3.477903,2604,5,2604,унаследовано из nll-v1
real_claude_b045_P3_r2,A,real_claude,3.423991,2440,4,2440,унаследовано из nll-v1
