document_id,origin_class,generation_channel,score_seed1,score_seed2,score_seed3,n_valid,median,range,status
real_claude_b043_P2_r1,A,real_claude,55,65,65,3,65.0,10,ok
real_claude_b043_P2_r2,A,real_claude,65,68,65,3,65.0,3,ok
real_claude_b043_P3_r1,A,real_claude,45,65,65,3,65.0,20,ok
real_claude_b043_P3_r2,A,real_claude,65,68,65,3,65.0,3,ok
real_claude_b044_P1_r1,A,real_claude,65,65,65,3,65.0,0,ok
real_claude_b044_P1_r2,A,real_claude,65,68,65,3,65.0,3,ok
real_claude_b044_P2_r1,A,real_claude,65,68,65,3,65.0,3,ok
real_claude_b044_P2_r2,A,real_claude,65,68,65,3,65.0,3,ok
real_claude_b044_P3_r1,A,real_claude,65,68,65,3,65.0,3,ok
real_claude_b044_P3_r2,A,real_claude,65,65,65,3,65.0,0,ok
real_claude_b045_P1_r1,A,real_claude,65,68,65,3,65.0,3,ok
real_claude_b045_P1_r2,A,real_claude,65,65,65,3,65.0,0,ok
real_claude_b045_P2_r1,A,real_claude,65,45,45,3,45.0,20,ok
real_claude_b045_P2_r2,A,real_claude,65,68,65,3,65.0,3,ok
real_claude_b045_P3_r1,A,real_claude,65,68,65,3,65.0,3,ok
real_claude_b045_P3_r2,A,real_claude,65,68,65,3,65.0,3,ok
